latitude,longitude,Address,Hospital Type,Services Empanelled
26.498963,80.273733,"RAMA HOSPITAL AND RESEARCH CENTRE,A- 1/8 LAKHANPUR, KANPUR NAGAR, UTTAR PRADESH",Private (Not for Profit),"S10,S11,S6,S8,S9,S15,S7,M1,M1,M2,S8,S1,S2,S3,M2,M3,S12,M1,S7,S14,S5,S4,M1,M7,S16,M1,M7"
26.7994871,82.7369555,"BASTI TRAUMA CENTER,NEAR KARTAR TAKIJ MALVIYA ROAD BASTI, BASTI, UTTAR PRADESH",Private (For Profit),"S1,S2,S4,S5,M1,M7"
26.4477425,80.3038801,"DR JAWAHARLAL ROHATGI SMARAK NETRA CHIKITSALAYA,SARVODAYA NAGAR, KANPUR NAGAR, UTTAR PRADESH",Private (Not for Profit),S3
26.478717,80.3055193,"J L ROHATGI HOSPITAL,117/52,SARVODAYA NAGAR, KANPUR, KANPUR NAGAR, UTTAR PRADESH",Private (Not for Profit),"M2,M1,M7,M1,M7,S16,S5,S4,S14,S3,S2,S1"
26.428804,80.306441,"Shanti Surgical clinic and nursing home,13 Hemant ViharSector 3 ,Barra-2, KANPUR NAGAR, UTTAR PRADESH",Private (For Profit),"S1,S5,M1,M7,M2"
26.779948,80.836423,"T S Misra Medical College and Hospital,463/1 Anora Amausi, LUCKNOW, UTTAR PRADESH",Private (For Profit),"S8,S9,M1,M2,S8,M1,S7,M3,S7,M6,S10,S11,S6,M2,M1,M1,M7,S3,S4,S5,S16,M1,M7,S2,S14,S12,S15,S1"
26.9434209,80.9309226,"Sewa Hospital And Research Centre,SEWA NAGAR, KAMLABAD, BADHAULI, NH24, SITAPUR ROAD, LUCKNOW, LUCKNOW, UTTAR PRADESH",Private (For Profit),"S1,S2,S3,S4,S5,S16,M1,M7,M2,M1,S7"
29.957093,77.498169,"Eye Q Vision Pvt Ltd,Hakikat Nagar Mod, Sadar Thana Road, Saharanpur, SAHARANPUR, UTTAR PRADESH",Private (For Profit),S3
29.9575884,77.5571895,"Sona Trauma and Maternity Center,opp deep shikha bajoria raod manjulika gardan, SAHARANPUR, UTTAR PRADESH",Private (For Profit),"S4,S5"
26.4983887,80.3119019,"AKSHI EYE CARE CENTRE,2/344-A AZAD NAGAR, KANPUR NAGAR, UTTAR PRADESH",Private (For Profit),S3
28.4400104,78.793431,"PARTH HOSPITAL,Parth Road near R.R.K School chandausi , SAMBHAL, UTTAR PRADESH",Private (For Profit),"S3,M1,M7,S5,S4,S1"
27.1386671,81.9643783,"satish chandra pandey memorial hospital Pvt.Ltd,Near Dukh Haran nath mandir station road gonda, GONDA, UTTAR PRADESH",Private (For Profit),"M1,M1,M2,S8,M1,S7,M3,M2,M1,M7,M1,M7,S16,S6,S10,S11,S8,S9,S7,S14,S5,S4,S3,S2,S1"
27.1418648,81.9728999,"gayatri hospital,Station road Gonda, GONDA, UTTAR PRADESH",Private (For Profit),"S1,S4,S7"
26.8035867,82.7667428,"Tathastu Institute of Medical sciences and hospital,tathastu bhavan gidahikhurd basti, BASTI, UTTAR PRADESH",Private (For Profit),"S5,M2,M1,M7,S4,S1,M1,M7,S16"
29.4667469,77.703915,"VARDHMAN TRUMA AND LAPAROSCOPY CENTRE PVT. LTD.,A-36, South Civil Lines, MUZAFFARNAGAR, UTTAR PRADESH",Private (Not for Profit),"S4,S5"
28.9025234,78.4818378,"city Hospital,city hospital, kailsa by pass road, AMROHA, UTTAR PRADESH",Private (For Profit),"M1,S12,M1,M7,M1,M7,S16,S4"
27.1453291,83.5467198,"MAHARAJGANJ FRACTURE AND SURGICAL HOSPITAL,PHARENDA ROAD MAHARAJGANJ, MAHARAJGANJ, UTTAR PRADESH",Private (For Profit),"S1,S5,S4"
27.1478334,83.549922,"DAYAGEET HOSPITAL,JILA UDHYOG ROAD SHASTRI NAGAR , MAHARAJGANJ, UTTAR PRADESH",Private (For Profit),"S1,S4"
27.1364204,83.5949262,"MM HOSPITAL,Piprababu Rampura , MAHARAJGANJ, UTTAR PRADESH",Private (For Profit),"S4,S1"
25.4430888,81.8674243,"KESWANI HOSPITAL,95 Alopibagh, Opp. N R L Petrol Pump, ALLAHABAD, UTTAR PRADESH",Private (For Profit),"M1,M7,S4,S1"
28.022706,79.138992,"CITY HOSPITAL BUDAUN,ALAPUR ROAD, BUDAUN, UTTAR PRADESH",Private (For Profit),"M1,M7,S1,S5,S4"
27.0100062,80.9140599,"RAM SAGAR MISHRA100 BED COMBINED HOSPITAL SADHAMAU BKT LUCKNOW,RAM SAGAR MISHRA100 BEDED COMBINED HOSPITAL SADAMAU BKT LUCKNOW, LUCKNOW, UTTAR PRADESH",Public,BLANK
28.0185,79.1425,"Jai Shree Merry Gold Hospital Budaun,Sheikhupur Road, BUDAUN, UTTAR PRADESH",Private (For Profit),S4
25.3148,81.9232,"jeevan deep hospital,Kukudhai Manda Allahabad, ALLAHABAD, UTTAR PRADESH",Private (Not for Profit),"S1,M1,M7,S4"
26.4689364,80.3302369,"PRASHANT NURSING HOME,88 /593 A PREM NAGAR, KANPUR NAGAR, UTTAR PRADESH",Private (Not for Profit),"S12,M2,M1,M7,S4,S1"
28.5497111,77.5500048,"Navin Hospital,Navin Hospital, Railway Road, Dadri , GAUTAM BUDDHA NAGAR, UTTAR PRADESH",Private (For Profit),"S1,S4,S5,M1,M7,M1,M7"
25.327544,83.0027159,"Chandra Nursing Home,chandra nursing home, J.12/81.E-NATI IMLI,DHOOPCHANDI,VARANASI, VARANASI, UTTAR PRADESH",Private (For Profit),"S3,S4"
25.4536772,81.8426507,"SHAKUNTALA HOSPITAL,3-B TASHKANT MARG CIVIL LINES, ALLAHABAD, UTTAR PRADESH",Private (For Profit),"M1,M7,S1,S3,S2,S4,S5,S16,M1,M7,S10,S11,S12,M3,M1,M2,S8,M1,S7"
25.4249309,81.9247638,"Shakuntal Multispecialiti Hospital,120 indian oil road trivenipuram Jhusi , ALLAHABAD, UTTAR PRADESH",Private (For Profit),"M1,S1,S4,S5,M1,M7,M2"
25.4487496,81.8563917,"Gaurav Hospital Koraon Allahabad,Koraon Allahabad, ALLAHABAD, UTTAR PRADESH",Private (For Profit),"S1,S4,M1,M7"
25.418233,82.0168417,"GAMA CHIKITSA SANSTHAN,BIKAPUR HANUMANGANJ, ALLAHABAD, UTTAR PRADESH",Private (Not for Profit),"M1,M7,M1,M7,S5,S4,S1,S16"
25.4584312,81.840347,"GURU KRIPA HOSPITAL,BARAUT HANDIYA ALLAHABAD, ALLAHABAD, UTTAR PRADESH",Private (For Profit),"M1,M7,S1,S6,S4,S5"
25.3841845,81.8412238,"Bhumi Hospital,Chaka Blok Tiraha Rewa Road, ALLAHABAD, UTTAR PRADESH",Private (For Profit),"M1,M7,S6,S5,S4,S1"
25.451988,81.8618839,"PRATIBHA MEDICARE,109/A JAWAHAR J.L.N ROAD, ALLAHABAD, UTTAR PRADESH",Private (For Profit),"M1,M7,S5,S4,S1,S16,S12"
25.435183,81.771958,"MAA GAYATRI MEDICAL CENTRE,kavshambi road jhalwa allahabad, ALLAHABAD, UTTAR PRADESH",Private (For Profit),"M1,M7,S6,S5,S4,S1,S2"
25.3391227,82.256487,"CHHOTELAL HOSPITAL,G.T. ROAD BARAUT HANDIA, ALLAHABAD, UTTAR PRADESH",Private (Not for Profit),"M2,M1,M7,M1,M7,S1,S2,S3,S4,S16,S7,S5"
25.4224441,81.8276699,"NAV JEEVAN HOSPITAL,RASAR (BHITI CHAURAHA) BARAUT HANDIA ALLAHABAD, ALLAHABAD, UTTAR PRADESH",Private (For Profit),"M1,S7,S5,S4,S1"
26.4653291,80.3302073,"NEW SEWADHAM HOSPITAL,87/36 acharya nagar, KANPUR NAGAR, UTTAR PRADESH",Private (For Profit),"S2,S1,M1,M2,S8,M1,S7,S12,M3,M2,S4,S3,S16,S5,S14,S7,S8,S9,S10,S11,M1,M7,M1,M7"
29.0991223,77.2571185,"Community Health Centre Baraut,Kotana Raod Baraut, BAGHPAT, UTTAR PRADESH",Public,BLANK
25.2627019,82.9651441,"Sparsh mother child hospital,gokulpuram colony, chitaipur chunar road, kandwa, varanasi-221106, VARANASI, UTTAR PRADESH",Private (For Profit),"M3,M2,M1,M7,S14,S4,S1"
25.3438848,82.98819,"SHUBHAM HOSPITAL,S-8/108 F-5A, Maqbool Alam Road, Khajuri, VARANASI, UTTAR PRADESH",Private (For Profit),"M1,M1,M2,S8,M1,S7,S12,M3,M2,M1,M7,M1,M7,S1,S4,S5,S13,S7,S8,S9,S6"
25.4303051,82.8617489,"SANMUKH HOSPITAL,BABATPUR BAZAR VARANASI, VARANASI, UTTAR PRADESH",Private (For Profit),"M1,M7,S5,S1,S4"
25.2623335,82.9097199,"HERITAGE INSTITUTE OF MEDICAL SCIENCES,NH2, GT Road Mohansarai Ramnagar Bypass,, VARANASI, UTTAR PRADESH",Private (Not for Profit),"S1,S2,S3,S4,S5,S16,M1,M7,S6,M1,M7,M3,M2,M1,S8,S9,M1,S7,S10,S11"
25.2887146,82.9941787,"KIDS CARE NURSING HOME,HIG -51/2 KABIR NAGAR DURGAKUND, VARANASI, UTTAR PRADESH",Private (For Profit),"M2,M1,M7,M3,S1,S4"
26.7442762,83.9015958,"gautam buddha national hospital,NH28 bay pass road kasia kushinagar, KUSHI NAGAR, UTTAR PRADESH",Private (For Profit),"M1,M7,S1"
25.282232,82.9920138,"sai medicity pvt ltd,b33/33-52 rohit nagar colony, VARANASI, UTTAR PRADESH",Private (For Profit),"M1,M7,S4,S1"
25.349759,82.9912169,"BHARGAVA HOSPITAL AND TRAUMA CENTRE,S 8/457 A PANDEYPUR VARANASI, VARANASI, UTTAR PRADESH",Private (For Profit),"S5,S4"
25.448579,81.8539869,"Jain Hospital,61lowther road, ALLAHABAD, UTTAR PRADESH",Private (For Profit),"S1,S2,S3,S4,S5,S14,S7,S8,S9,S10,S11,S6,S16,M1,M7,M1,M7,M2,M3,S12,M1,S7,M1,M2,S8,M1"
25.4388638,81.8394227,"Prayag nursing home,Phulpur, Allahabad , ALLAHABAD, UTTAR PRADESH",Private (For Profit),"M1,M7,M2,S1"
28.5791268,77.3612484,"SURBHI HOSPITAL PVT LTD,Morna Sec-35, Noida, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",Private (For Profit),"S1,S2,S3,S4,S5,S14,S8,S9,S15,M5,M1,S7,M1,M2,S8,M1,M1,M7,M1,M7,M2"
26.7525219,83.3691146,"New Udai Medical Centre Pvt. Ltd.,GANDHI GALI, GOLGHAR, GORAKHPUR, UTTAR PRADESH",Private (For Profit),"M2,M1,M7,M1,M7,S16,S6,S8,S9,S5,S12,M1,M2,S8,M1,S1,S4"
28.3548342,79.4112135,"RUCHI ATUL HOSPITAL PVT LTD,C 241 CHOUPLA ROAD NEAR TELEPHONE EXCHANGE, BAREILLY, UTTAR PRADESH",Private (For Profit),"M1,M7,S5,S1,M3,S14,S4,M2"
28.3521019,79.4217022,"GARG HOSPITAL AND PATHLABS PVT LTD,35 A-1 RAMPUR GARDEN BARIELLY, BAREILLY, UTTAR PRADESH",Private (For Profit),S2
28.3831208,79.4353604,"SRI SANT HOSPITAL,STADIUM ROAD OPP. EKTA NAGAR DELAPEER BAREILLY, BAREILLY, UTTAR PRADESH",Private (For Profit),"M2,S8,S9,S2,S7,M1,M7,S5,S1,S4"
28.406466,79.4575979,"sanjeevani poly clinic,31c vaibav suncity vistar bareilly, BAREILLY, UTTAR PRADESH",Private (Not for Profit),"S1,S4,S5,M1,M7,M2"
28.5396231,79.6290142,"maya hospital,maya hospital bijoriya station road nawabganj bareilly up, BAREILLY, UTTAR PRADESH",Private (For Profit),"S16,S3,S14,S4,M1,M7,S5,S1,M2"
28.4830796,79.2853131,"RAJSHREE MEDICAL RESEARCH INSTITUTE & HOSPITAL,21 KM NH-24 RAMPUR ROAD, BAREILLY, UTTAR PRADESH",Private (Not for Profit),"S1,S2,S3,S4,S5,S10,S11,S16,M1,M7,M1,M7,M2,S12,M1"
26.7525219,83.3691146,"UDAY MEDICAL CENTRE,GANDHI GALI GOLGHAR, GORAKHPUR, UTTAR PRADESH",Private (For Profit),"S5,S1,M1,M7"
28.347429,79.425567,"Shri Siddhi Vinayak Hospital,112 civil lines,near prabha talkies bareilly, BAREILLY, UTTAR PRADESH",Private (For Profit),"S6,S8,S9,M1,M7,S4,S10,S11,S5,S1"
28.3803287,79.433115,"GANGASHEEL ADVANCED MEDICAL RESEARCH INSTITUTE,C-17 DEEN DAYAL PURAM, BAREILLY, BAREILLY, UTTAR PRADESH",Private (For Profit),"S8,S9,M5,S10,S11,M1,M7,M1,M7,S1,S2,S3,S4,S5,S13,S6,S16,M2,M3,S12,M1,S7,M1,M2,S8,M1"
28.3547071,79.4482061,"chandralok hospital,Pilibhit Bypass Road, BAREILLY, UTTAR PRADESH",Private (For Profit),"S2,M1,S7,S3,S7,S1,S4,S5,S14,S10,S11,S6,M1,M7,M2"
28.3415572,79.4143069,"MOHAN EYE INSTITUTE,179 CIVIL LINES, BAREILLY, UTTAR PRADESH",Private (For Profit),S3
26.7509914,82.140583,"CHIRANJEEV HOSPITAL MATERNITY TRAUMA AND ADVANCED LAPAROSCOPIC CENTRE,8/10/201, NAKA MUZAFFARA, FAIZABAD, UTTAR PRADESH",Private (For Profit),"S4,S5,M1,M7,S1,M1,S7,S7,S16,M2"
26.7717563,82.1756778,"Life Line Hospital,Hig A 1, Saketpuri, Ranopali, Devkali bypass, Faizabad, Uttar Pradesh 224001, FAIZABAD, UTTAR PRADESH",Private (For Profit),"S4,S5,M1,M7,S1,S7"
26.7406859,83.9129405,"ALSIFA LIFE CARE HOSPITAL,7 Janki Nagar Kasya , KUSHI NAGAR, UTTAR PRADESH",Private (For Profit),S1
26.7414845,83.9155684,"JANTA HOSPITAL KASIA,MAIN ROAD GOLA BAZAR KASIA, KUSHI NAGAR, UTTAR PRADESH",Private (Not for Profit),"S1,M1,M7,M2"
28.6178575,79.8140209,"ANUJ NURSING HOME,OPP SITAPUR EYE HOSPITAL STATION ROAD PILIBHIT, PILIBHIT, UTTAR PRADESH",Private (For Profit),"S4,M2,M3"
26.7759062,82.1671899,"NIRMALA HOSPITAL AND MATERNITY CENTRE,super HIG11 saketpuri ranopali deokali faizabad, FAIZABAD, UTTAR PRADESH",Private (For Profit),"S4,M1,M7"
28.6233296,79.8149657,"tarun children nursing home,TARUN CHILDREN NURSING HOME, TANAKPUR BYPASS ROAD, ASHOK COLONY, PILIBHIT, UTTAR PRADESH",Private (For Profit),M2
28.6238,79.815,"BHARAT RASHMI NURSING HOME,Bharat Rashmi Nursing Home ,ashok colony,tanakpur road, PILIBHIT, UTTAR PRADESH",Private (For Profit),"M1,M7,S5"
28.6525769,77.3601411,"clearmedi hospital and cancer centre,HC-1, Sector-15, Vasundhara, GHAZIABAD, UTTAR PRADESH",Private (For Profit),"M1,M1,M2,S8,M1,S7,S1,S2,M2,M1,M7,M1,M7,M4,S16,S6,S10,S11,S7,M6,M5,S15,S8,S9,S5"
28.9807142,77.735621,"SARVODAYA NURSINGHOME,8-New Arya Nagar Meerut , MEERUT, UTTAR PRADESH",Private (Not for Profit),"S5,S4,S1,M1,M2,M1,M7"
27.115601,79.735837,"Dixit netra chikitsalay,Dixit Netra Chikitsalaya gurshaiganj, KANNAUJ, UTTAR PRADESH",Private (Not for Profit),S3
26.5003189,83.7756534,"BABA RAGHAV DAS HOSPITA,RAGHAV NAGAR , DEORIA, UTTAR PRADESH",Private (For Profit),"S5,M1,M7,S4,S1"
26.4716681,83.7856881,"ASHUTOSH HOSPITAL,PASICHAMI BYPASS, DEORIA, UTTAR PRADESH",Private (For Profit),"M1,M7,S16"
27.9519068,80.7918477,"SRAJAN HOSPITAL PVT LTD,SHAHPURA KOTHI HIDAYAT NAGAR ROAD CIVIL LINES, KHERI, UTTAR PRADESH",Private (For Profit),"S4,S1"
27.9559843,80.7783964,"Saluja nursing home pvt Ltd Mela road Lakhimpur kheri,SALUJA NURSING HOME PVT LTD, KHERI, UTTAR PRADESH",Private (For Profit),S5
28.3352886,80.4885364,"Dasmesh charitable Hospital Society,Bhira Kheri, KHERI, UTTAR PRADESH",Private (Not for Profit),"S1,S3,M1,M7,M2"
25.3503805,82.993138,"PRASAD HOSPITAL & RESEARCH CENTER,PANDEYPUR CHAURAHA VARANASI, VARANASI, UTTAR PRADESH",Private (For Profit),S2
25.3575221,82.9646549,"SHEKHAR HOSPITAL AND RESEARCH CENTRE,sh 850kh9-10 bypass shivpur varanasi, VARANASI, UTTAR PRADESH",Private (For Profit),S4
25.3604867,83.026557,"Sarnath hospital,ashapur chauraha varanasi, VARANASI, UTTAR PRADESH",Private (For Profit),"S1,S7,S16"
25.7508065,84.1474682,"District Hospital Male,District Male Hospital, BALLIA, UTTAR PRADESH",Public,BLANK
28.8641627,78.4684968,"DISTRICH COMBINED HOSPITAL,RAIPUR KHURD, JOYA ROAD, NEAR SP OFFICE, AMROHA, UTTAR PRADESH",Public,BLANK
24.6461737,83.0586147,"District Combined Hospital,Lodhi Sonbhadra, SONBHADRA, UTTAR PRADESH",Public,BLANK
27.4026659,80.1345847,"kunti nursing home,KUNTI NURSING HOME CANAL ROAD HARDOI, HARDOI, UTTAR PRADESH",Private (For Profit),S5
27.395061,80.136163,"Kirti Krishna Children Hospital,Nagheta Road Infront of R R College, HARDOI, UTTAR PRADESH",Private (For Profit),M2
27.3731,80.1455,"S S HOSPITAL,LUCKNOW ROAD, HARDOI, HARDOI, UTTAR PRADESH",Private (For Profit),S5
27.3975029,80.1362004,"Balaji Hospital,Civil Lines , HARDOI, UTTAR PRADESH",Private (For Profit),"S1,M3,M2,M1,M7,S4"
26.1209624,79.7483995,"KILKARI MEDICAL CENTER,Mustafa Nagar, Near Galla Mandi Alampur , Kalpi, JALAUN, UTTAR PRADESH",Private (For Profit),"S1,S16,M1,M7"
27.3946911,80.1335461,"SHIV SHAKTI HOSPITAL,AVAS VIKAS COLONY, NAGHETA ROAD , HARDOI, HARDOI, UTTAR PRADESH",Private (For Profit),"S4,S5"
27.0412194,79.9073839,"JEEVAN JYOTI HOSPITAL,GT Road Makarand Nagar, KANNAUJ, UTTAR PRADESH",Private (For Profit),S3
27.8952288,78.0909115,"Prakash Netralay and Retina Foundation,HIG 06 Avantika Phase II , Ramghat Road Aligarh , ALIGARH, UTTAR PRADESH",Private (For Profit),S3
27.893271,78.0842362,"SAI JYOTI EYE CARE CENTRE,3/302 RAMNAGAR RAMGHAT ROAD NEAR HDFC BANK, ALIGARH, UTTAR PRADESH",Private (For Profit),S3
25.3007161,82.9561158,"VIVEK HOSPITAL,MADAULI , MANDUADIH, VARANASI, UTTAR PRADESH",Private (For Profit),"S1,M2,M1,M7,S5,S4"
26.787218,83.4000869,"FATIMA HOSPITAL,MOTHER TERESA ROAD PADRI BAZAR P O, GORAKHPUR, UTTAR PRADESH",Private (Not for Profit),"S1,S2,S3,S4,S5,S13,S14,S8,S9,S16,M1,M7,M1,M7,M2,M3,S12,M1,S7,M1,M2,S8,M1"
26.8065094,83.3944086,"new rachit nursing home,medical college road muglaha, GORAKHPUR, UTTAR PRADESH",Private (For Profit),"S4,S1"
26.2860877,83.5101462,"GOVIND HADDI AND MAHILA HOSPITAL,COLLEGE ROAD, GORAKHPUR, UTTAR PRADESH",Private (For Profit),"S16,S4,S5"
25.2598908,83.246651,"SWASTIK HOSPITAL AND TRAUMA CENTER,G T ROAD BICHHIYA CHANDAULI, CHANDAULI, UTTAR PRADESH",Private (Not for Profit),"S4,S1,S5"
25.3031313,83.0786141,"Ram Krishna eye hospital,G T ROAD DULHIPUR , CHANDAULI, UTTAR PRADESH",Private (For Profit),S3
25.2759467,83.1358027,"ASHIRWAD NURSING HOME,ALINAGAR MUGALSARAI , CHANDAULI, UTTAR PRADESH",Private (For Profit),"M1,M7,S4,S2,S1"
26.2916115,83.5043372,"DURGAWATI HOSPITAL- A unit of MDY MDY Hospital and Research Centre,Ambedkar Chowk, Bus Stand , Badhalganj, GORAKHPUR, UTTAR PRADESH",Private (For Profit),"M1,M7,M1,M7,S16,S1"
26.7978809,83.3811175,"Neelabh hospital,opposite sports college, khajanchi chowk, GORAKHPUR, UTTAR PRADESH",Private (For Profit),"M1,S7,S7,S1,S2,S4,S5,M1,M7,M1,M7"
25.5282621,81.3964954,"New Tejmati Hospital Samda Raod babura manjhanpur Kaushambi,Samda road babura manjhanpur kauhsmabi, KAUSHAMBI, UTTAR PRADESH",Private (For Profit),"M2,M1,M7,S5,S4,S1"
25.3804338,82.5691675,"Shri Shyamlal Memorial Hospital,IN FORNT OF BALUMANDI RAJPURA , BHADOHI, UTTAR PRADESH",Private (For Profit),"S1,S2,S3,S4"
26.438176,80.3272689,"BHARGAVA MEDICAL AND TRAUMA CENTRE,30 E , O BLOCK KIDWAI NAGAR , KANPUR NAGAR, UTTAR PRADESH",Private (Not for Profit),"S1,M1,M2,S8,M1,S7,M3,M2,M1,M7,M1,M7,S6,S10,S11,M1,S4,S5"
26.450165,80.3092362,"DEEP EYE AND HEALTH CARE,124 c 244 govind nagar , KANPUR NAGAR, UTTAR PRADESH",Private (For Profit),S3
26.4643285,80.3024274,"ASG Hospital Pvt Ltd,Plot No. 302, Block - H.N.S. , Hariharnath Scheme, First Shastri Nagar, Kanpur, KANPUR NAGAR, UTTAR PRADESH",Private (For Profit),S3
26.4946923,80.2782677,"sanjeevni hospital,765-766 lakhanpur awadhpuri road , KANPUR NAGAR, UTTAR PRADESH",Private (For Profit),S4
26.4728729,80.2926387,"DWIVEDI HOSPITAL,117/H-2/168A PANDU NAGAR, KANPUR NAGAR, UTTAR PRADESH",Private (For Profit),"M1,M1,M2,S8,M1,S7,M2,M1,M7,M1,M7,S16,S6,S10,S11,M5,S15,S8,S9,S7,S14,S5,S4,S3,S2,S1"
27.8701537,79.9077345,"Guru Nanak Hospital Shahjahanpur,New Friends colony Hundal Khel Shahjahnpur, SHAHJAHANPUR, UTTAR PRADESH",Private (For Profit),"S4,S1"
25.9264453,80.826291,"Shri Ram Ratan Nursing Home,G T Road Shanti Nager Fatehpur , FATEHPUR, UTTAR PRADESH",Private (For Profit),"M1,M7"
25.9306088,80.8072826,"KARUNA JIVAN JYOTI NURSING HOME,52D CIVIL LINES FATEHPUR, FATEHPUR, UTTAR PRADESH",Private (For Profit),"S1,S2,S4,M1,M7"
25.9437294,80.8029309,"Anubhav dental care hospital,ANUBHAV DENTAL CARE HOSPITAL, FATEHPUR, UTTAR PRADESH",Private (For Profit),S16
28.2902366,79.8015574,"CHC BISALPUR,CHC BISALPUR, PILIBHIT, UTTAR PRADESH",Public,BLANK
27.225881,78.2463448,"chc tundla,CHC TUNDLA FIROZABAD, FIROZABAD, UTTAR PRADESH",Public,BLANK
26.7513561,80.8675893,"CHC SAROJANI NAGAR,SAROJNINAGAR, LUCKNOW, UTTAR PRADESH",Public,BLANK
26.2780516,79.1901012,"CHC MADHOGARH,CHC Madhogarh, Near Thana Madhogarh, JALAUN, UTTAR PRADESH",Public,BLANK
37.9419648,-93.315692,"CHC KABRAI,COMMUNITY HEALTH CENTER KABRAI , MAHOBA, UTTAR PRADESH",Public,BLANK
26.8604954,80.9356248,"URBAN COMMUNITY CENTRE TURIYAGANJ,URBAN CUC TURIYAGANJ, LUCKNOW, UTTAR PRADESH",Public,BLANK
28.434216,77.5319884,"Government Institute of Medical Sciences,government institute of medical sciences,kasna greater noida, GAUTAM BUDDHA NAGAR, UTTAR PRADESH",Public,BLANK
29.3885101,78.6780383,"COMMUNITY HEALTH CENTRE AFZALGARH,IN FRONT OF STATE BANK AFZALGARH, BIJNOR, UTTAR PRADESH",Public,BLANK
27.4330989,82.1809356,"Raghav Hospital and Maternity Centre,Near-Jharkhandi relway Station Tulsipark, BALRAMPUR, UTTAR PRADESH",Private (For Profit),"S1,S4"
27.4315306,82.1839095,"BALRAMPUR NURSING HOME,TULSIPUR ROAD BALRAMPUR, BALRAMPUR, UTTAR PRADESH",Private (For Profit),S1
27.4330989,82.1809356,"KHALILULLA HOSPITAL,KHALILULLA HOSPITAL, BALRAMPUR, UTTAR PRADESH",Private (For Profit),S1
26.7866494,83.3841461,"Purvanchal Metrocity Hospital,H N Singh Chowk, Medical Road, Gorakhpur, GORAKHPUR, UTTAR PRADESH",Private (For Profit),"M1,M1,M2,S8,S12,M3,M2,M1,M7,M1,M7,S16,S6,S1,S2,S4,S5,S8,S9,S10,S11"
26.7356587,83.3770095,"Satya Nursing Home and Maternity Centre 1,Satya Nursing Home and Maternity Centre 1 , Buddh Vihar, Commercial . Taramandal Gorakhpur, GORAKHPUR, UTTAR PRADESH",Private (For Profit),"S4,S1,M3,M2,M1,M7,M1"
26.7549613,83.3688601,"mritunjay hospital,khowa mandi gali cinema road goalghar , GORAKHPUR, UTTAR PRADESH",Private (For Profit),"S1,M2,M1,M7,S16,S8,S9,S4"
26.75299,83.365921,"SHRI RAM JANKI NETRALAYA,A D CHOWK JUBLEE ROAD , GORAKHPUR, UTTAR PRADESH",Private (For Profit),S3
26.780678,79.02721,"THE DISTRICT EYE RELIEF SOCIETY,THE DISTRICT EYE RELIEF SOCIETY LADAITI BHAWAN KATRA BALSINGH, ETAWAH, UTTAR PRADESH",Private (Not for Profit),S3
26.8014663,79.0454491,"J.K. HOSPITAL ETAWAH,J.K. HOSPITAL PVT. LTD. FARRUKHABAD ROAD ETAWAH, ETAWAH, UTTAR PRADESH",Private (For Profit),"M1,M7,S1"
26.3702783,83.4703566,"DIVINE HOSPITAL,Hata Bazar , GORAKHPUR, UTTAR PRADESH",Private (Not for Profit),"M1,M7,S16"
26.7347883,83.3685484,"THE PRIDE,294A 50 METRE WEST OF RUSTAMPUR CROSSING ON NATIONAL HIGHWAY 28, BETIYAHATA,GORAKHPUR,UTTAR PRADESH, GORAKHPUR, UTTAR PRADESH",Private (For Profit),"M1,M7,S5,S4,S1,M1,S7,M2"
25.4378878,80.353843,"GOVT MEDICAL COLLEGE BANDA,NARAINI ROAD BANDA, BANDA, UTTAR PRADESH",Public,BLANK
28.3697291,79.4314243,"KHUSHLOK HOSPITAL,SINDHI MARKET, NEAR MODEL TOWN POLICE CHOWKI, STADIUM ROAD, BAREILLY, UTTAR PRADESH",Private (For Profit),"S4,S5,S2,S10,S11,S8,S9,S7,M1,M1,M2,S8,M1,S7,S12,M3,S6,S1,M2,M1,M7,M1,M7,S16"
28.9674431,77.7366463,"MIMHANS,281,283 Sector-1 Mangal Pandey Nagar Meerut (U.P), MEERUT, UTTAR PRADESH",Private (For Profit),"M1,M2,S8,S8,S9"
28.9621083,77.7438547,"SM HOSPITAL,A-15 SHASTRI NAGAR GARH ROAD , MEERUT, UTTAR PRADESH",Private (For Profit),"S14,S15,M5,M1,M7,S4,M1,M2,S8,M1,S1,S10,S11,M2"
28.8103267,77.7556156,"MSY MEDICAL COLLEGE AND HOSPITAL,21KM NH 235 HAPUR ROAD, MEERUT, UTTAR PRADESH",Private (Not for Profit),"S12,M3,M2,M1,M7,M1,M7,S16,S5,S4,S3,S2,S1"
25.4307729,81.789322,"Nav Jyoti Hospital,G-II 3rd Kalindipuram Rajrooppur, ALLAHABAD, UTTAR PRADESH",Private (Not for Profit),"M2,S16,S8,S9,M1,S1,S4,S5,M1,M7"
26.9608041,78.9606463,"upums,UTTAR PRADESH UNIVERSITY OF MEDICAL SCIENCES (UPUMS), ETAWAH, UTTAR PRADESH",Public,BLANK
27.1969081,77.9971173,"PUSHPANJALI HOSPITAL & RESEARCH CENTRE PVT. LTD,Delhi Gate, AGRA, UTTAR PRADESH",Private (For Profit),"S1,S16,S6,M1,M7,M2,M3,S12,S7,S10,S11,M5,S8,S9,S14,S13,S5,S4,S3,S2,M1,M1,M2,S8,M1,S7,M1,M7"
